ObjectId,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,AUTO_UNIQUE_ID_2021-09-27_fhernandez_UI_SNAP_Locations,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
130815,Walgreens 12359,1517 Mount Vernon Ave,,Alexandria,VA,22301,1717,ALEXANDRIA,292,USCGeocoder,15.6244,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2471.859632,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81978863,-77.05739291,Exact
131001,7-Eleven Inc F 28559A,6545 Little River Tpke,,Alexandria,VA,22312,1421,FAIRFAX,293,USCGeocoder,15.6295,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4082.132944,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.82203683,-77.16134044,Relaxed
131260,Reston Farmers Market,11900 Lawyers Rd,,Reston,VA,20191,4299,FAIRFAX,294,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,72140.50167,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.92425658,-77.35776915,Exact
131360,7-Eleven 16091B 16091B,13190 Parcher Ave,,Herndon,VA,20170,4332,FAIRFAX,295,USCGeocoder,15.6227,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1597.699404,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.96024057,-77.40289139,Relaxed
131683,Newgrand Mart 2,6255 Little River Tpke,,Alexandria,VA,22312,1716,FAIRFAX,296,USCGeocoder,0,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2524.457551,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81708822,-77.14073507,Exact
132560,7-Eleven Inc F 27267B,13305 Lee Hwy,,Centreville,VA,20121,2402,FAIRFAX,297,USCGeocoder,15.6274,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7800.117954,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84000878,-77.40526035,Exact
133028,Shiraz Market,8486 Tyco Rd,Ste G,Vienna,VA,22182,2248,FAIRFAX,298,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,164.0530297,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.93309114,-77.23855247,Relaxed
133231,7-Eleven Inc F 10733B,4610 Kenmore Ave,,Alexandria,VA,22304,1301,ALEXANDRIA,299,USCGeocoder,31.2708,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5237.635969,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.82901067,-77.11047399,Exact
133354,Aldi 63,4580 Duke St,,Alexandria,VA,22304,2504,ALEXANDRIA,300,USCGeocoder,15.6277,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3740.601713,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.8120435,-77.10935112,Exact
133960,Safeway 1920,7401 Colshire Dr,,MC Lean,VA,22102,7401,FAIRFAX,301,USCGeocoder,30.8277,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1436.563564,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.92294033,-77.20260157,Relaxed
133972,7-Eleven Inc F 25633A,11501 Leesburg Pike,,Herndon,VA,20170,2205,FAIRFAX,302,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3998.070063,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.99888701,-77.34351348,Relaxed
134342,7-Eleven Inc F 10678B,7222 Arlington Blvd,,Falls Church,VA,22042,1829,FAIRFAX,303,USCGeocoder,15.6297,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6548.31246,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.86668032,-77.19431987,Relaxed
134667,7-Eleven Inc F 29931A,2501 Centreville Rd,Ste 014,Herndon,VA,20171,5012,FAIRFAX,304,USCGeocoder,15.6293,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4641.31656,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.95120286,-77.41030683,Relaxed
135887,Rico Supermarket,7849B Richmond Hwy,,Alexandria,VA,22306,7825,FAIRFAX,305,USCGeocoder,62.5016,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3157.245498,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.74742964,-77.08297613,Relaxed
136113,Jano Mart,4105 Duke St,Ste 101,Alexandria,VA,22304,2419,ALEXANDRIA,306,USCGeocoder,15.6209,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2914.864305,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81100725,-77.10106241,Exact
136759,7-Eleven Inc F 10672A,9511 Blake Ln,,Fairfax,VA,22031,1701,FAIRFAX,307,USCGeocoder,15.6249,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1126.495355,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.86719174,-77.27443857,Relaxed
136864,Dollar Tree 206,6920 Braddock Rd,,Annandale,VA,22003,6036,FAIRFAX,308,USCGeocoder,15.6277,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7394.069093,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81197085,-77.18450845,Exact
136865,Fair Price International Market,720 Grant St,Ste C,Herndon,VA,20170,4531,FAIRFAX,309,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3881.221197,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.96931833,-77.37856231,Relaxed
136994,7-Eleven Inc F 10689A,3338 Gallows Rd,,Annandale,VA,22003,1201,FAIRFAX,310,USCGeocoder,15.6185,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3176.780172,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.85494025,-77.22272891,Relaxed
137121,Target Stores 1076,3101 Jefferson Davis Hwy,,Alexandria,VA,22305,3042,ALEXANDRIA,311,USCGeocoder,46.8862,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5225.595576,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.83341638,-77.05123715,Exact
137124,Target Stores 1341,13047 Fair Lakes Shopping Ctr,,Fairfax,VA,22033,5179,FAIRFAX,312,USCGeocoder,15.6248,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,21741.86765,LinearInterpolationAddressRange,StreetSegment,93.37278107,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.85618919,-77.3953087,Relaxed;Soundex
137127,Target Stores 1416,6600 Springfield Mall,,Springfield,VA,22150,1712,FAIRFAX,313,USCGeocoder,15.6156,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,56974.86263,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.77668588,-77.17349551,Relaxed
137130,Target Stores 1431,6100 Arlington Blvd,,Falls Church,VA,22044,2901,FAIRFAX,314,USCGeocoder,15.6316,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,51291.27808,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.86836753,-77.14251869,Relaxed
137132,Target Stores 1533,6600 Richmond Hwy,,Alexandria,VA,22306,6601,FAIRFAX,315,USCGeocoder,15.6198,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2899.30406,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.7754421,-77.08059978,Relaxed
137423,Sprouts Farmers Market 886,494 Elden St,,Herndon,VA,20170,4513,FAIRFAX,316,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,30884.65544,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.96925291,-77.37681348,Relaxed
137536,7-eleven 28565c 28565C,4086 Majestic Ln,,Fairfax,VA,22033,2104,FAIRFAX,317,USCGeocoder,15.6289,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12977.33222,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.87710964,-77.3962865,Relaxed
137857,7-Eleven Inc F 27118B,13830 Lee Hwy,#1,Centreville,VA,20120,2441,FAIRFAX,318,USCGeocoder,31.2488,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2870.643818,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.8389857,-77.42433977,Exact
138124,7-Eleven Inc F 33679A,3000 Washington Blvd,Ste A,Arlington,VA,22201,2166,ARLINGTON,319,USCGeocoder,15.6248,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5908.918155,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.88488011,-77.09414852,Exact
138197,7 Eleven Inc F 39244A,8228 Gunston Corner Ln,,Lorton,VA,22079,2858,FAIRFAX,320,USCGeocoder,15.6289,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2967.385734,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.70536999,-77.22894746,Relaxed
139845,7 Eleven 10653A,701 Van Buren St,,Herndon,VA,20170,4656,FAIRFAX,321,USCGeocoder,15.6256,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1407.951362,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.9690157,-77.38059283,Exact
140745,Giant 2743,8970 Burke Lake Rd,,Springfield,VA,22151,1063,FAIRFAX,322,USCGeocoder,31.2489,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5418.910723,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.80821898,-77.25452666,Relaxed
141313,GIANT FOOD 795,7501 Huntsman Blvd,,Springfield,VA,22153,1649,FAIRFAX,323,USCGeocoder,31.2503,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9401.857039,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.75293048,-77.2661081,Relaxed
142630,7-Eleven Inc F 10790B,7724 Telegraph Rd,Ste 1,Alexandria,VA,22315,3897,FAIRFAX,324,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1385.442451,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.74761026,-77.14510388,Relaxed
143600,CVS Pharmacy 1377,9871 Georgetown Pike,,Great Falls,VA,22066,2617,FAIRFAX,325,USCGeocoder,15.6261,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4734.133098,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.99778051,-77.28766903,Exact
143601,CVS Pharmacy 1389,2912 Chain Bridge Rd,,Oakton,VA,22124,3001,FAIRFAX,326,USCGeocoder,15.6251,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6219.200087,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.88225838,-77.29838966,Exact
143602,CVS Pharmacy 1397,1452 Chain Bridge Rd,,MC Lean,VA,22101,3706,FAIRFAX,327,USCGeocoder,15.6215,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1139.38732,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.93158916,-77.18063659,Exact
144213,7-Eleven Inc F 10721A,3337 Glen Carlyn Dr,,Falls Church,VA,22041,3314,FAIRFAX,328,USCGeocoder,15.6177,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1306.675786,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.85433883,-77.13793018,Relaxed
144222,Margarita`s Grocey,8512 Richmond Hwy,,Alexandria,VA,22309,8514,FAIRFAX,329,USCGeocoder,15.6157,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1717.827979,ArealInterpolationGeometricCentroid,Parcel,90.08284024,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.72636014,-77.10362177,Relaxed
144429,El Compadre Multiservices Inc 1,7866 Richmond Hwy,,Alexandria,VA,22306,7824,FAIRFAX,330,USCGeocoder,15.6321,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4998.323687,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.74383281,-77.08441328,Relaxed
146165,Khan Supermarket Llc,14245 Centreville Square,Unit G,Centreville,VA,20121,,FAIRFAX,331,USCGeocoder,15.6254,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,839.4994705,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.83759,-77.43977904,Exact
146634,CVS Pharmacy 2750,1201 S Hayes St,,Arlington,VA,22202,,ARLINGTON,332,USCGeocoder,15.6195,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7124.721245,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.86302746,-77.05933973,Exact
147082,WHOLE FOODS MARKET 10065,143 Maple Ave E,,Vienna,VA,22180,5724,FAIRFAX,333,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,9938.076034,ArealInterpolationGeometricCentroid,Parcel,93.63313609,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.90249566,-77.26276317,Relaxed
147191,One Stop Beer & Wine Grocery,3518 Moncure Ave,,Falls Church,VA,22041,2018,FAIRFAX,334,USCGeocoder,15.6252,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1490.162418,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.84804848,-77.13396094,Relaxed
147407,Fair Food Supermarket Inc,6019 Leesburg Pike,,Falls Church,VA,22041,2237,FAIRFAX,335,USCGeocoder,15.6262,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2567.612532,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.85537568,-77.13866288,Relaxed
147434,MARHABA IMPORTS,3819 S George Mason Dr,Unit G,Falls Church,VA,22041,3763,FAIRFAX,336,USCGeocoder,15.6219,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3381.795073,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84152722,-77.11989061,Relaxed
147756,Nazret Cultural Foods Llc,3821E S George Mason Dr,,Falls Church,VA,22041,3763,FAIRFAX,337,USCGeocoder,15.6254,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3381.795073,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84151778,-77.11992251,Relaxed
149048,24 Express Food Store,4007 Mount Vernon Ave,,Alexandria,VA,22305,2225,ALEXANDRIA,338,USCGeocoder,15.6236,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2187.760105,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84206046,-77.06351798,Exact
149271,El Compadre III,3409 Payne St,Ste B,Falls Church,VA,22041,2316,FAIRFAX,339,USCGeocoder,15.6214,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2319.731239,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.85301146,-77.13213631,Relaxed
149286,7-Eleven 10643A,10008 Main St,,Fairfax,VA,22031,3404,FAIRFAX,340,USCGeocoder,31.2454,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5407.104242,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84383461,-77.29222784,Exact
149800,CVS Pharmacy 2100,9009 Silverbrook Rd,,Fairfax Station,VA,22039,2607,FAIRFAX,341,USCGeocoder,62.5095,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2091.456353,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.72800192,-77.25511665,Relaxed
150003,Walgreens 12800,8414 Old Keene Mill Rd,,Springfield,VA,22152,2302,FAIRFAX,342,USCGeocoder,15.6449,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6834.505497,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.77906492,-77.2344502,Relaxed
150063,HARRIS TEETER 371,950 S George Mason Dr,,Arlington,VA,22204,1557,ARLINGTON,343,USCGeocoder,31.2284,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10419.43883,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.86011655,-77.10234607,Exact
150315,7-Eleven Inc F 20117A,1500 South Fern Street,,Arlington,VA,22202,2835,ARLINGTON,344,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12542.25822,ArealInterpolationGeometricCentroid,Parcel,95.85798817,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.85911193,-77.05675521,Relaxed
150534,Annandale Farmers Market,6621 Columbia Pike,,Annandale,VA,22003,2031,FAIRFAX,345,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,183079.8593,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.83484036,-77.17433249,Exact
151136,Walgreens 18089,1312 Chain Bridge Rd,,McLean,VA,22101,3966,FAIRFAX,346,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6170.941008,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.94000069,-77.1754773,Exact
151137,Walgreens 17573,6224 Old Dominion Dr,,McLean,VA,22101,4217,FAIRFAX,347,USCGeocoder,15.6287,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,19844.0222,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.91914896,-77.15018222,Exact
151140,Walgreens 17456,2260A Hunters Woods Plz,,Reston,VA,20191,2898,FAIRFAX,348,USCGeocoder,15.6234,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1315.590583,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.93719174,-77.36231428,Exact
151141,Walgreens 17593,1700 N Moore St Ste M1A,,Rosslyn,VA,22209,1947,ARLINGTON,349,USCGeocoder,15.6194,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2067.749101,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.89530167,-77.07187375,Relaxed
151162,Walgreens 19419,4720B Lee Hwy,,Arlington,VA,22207,3417,ARLINGTON,350,USCGeocoder,15.631,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7222.975628,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.89743708,-77.12249931,Relaxed
151312,Woodlake Grocery,3100 S Manchester St,Ste T2,Falls Church,VA,22044,2719,FAIRFAX,351,USCGeocoder,31.2588,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4509.838321,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.86418102,-77.13654148,Relaxed
151387,7-Eleven 34641,8071 Alban Rd,,Springfield,VA,22150,2223,FAIRFAX,352,USCGeocoder,46.8766,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16401.73752,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.73864949,-77.19323006,Relaxed
151574,Walgreens 17217,7100 Silver Lake Blvd,,Alexandria,VA,22315,3200,FAIRFAX,353,USCGeocoder,93.7483,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,23998.84897,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.76293601,-77.15666096,Relaxed
151708,Walgreens 17684,6100 Rose Hill Dr,,Alexandria,VA,22310,1901,FAIRFAX,354,USCGeocoder,15.6312,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2374.40348,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.78556556,-77.12122073,Relaxed
151709,Walgreens 17532,8244 Richmond Hwy,,Alexandria,VA,22309,8220,FAIRFAX,355,USCGeocoder,15.6228,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4257.691107,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.73399006,-77.09878349,Relaxed
151710,Walgreens 19804,7968 Fort Hunt Rd,,Alexandria,VA,22308,1249,FAIRFAX,356,USCGeocoder,15.6192,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4920.704476,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.74107895,-77.05540872,Relaxed
151711,Walgreens 19265,5841 Washington Blvd,,Arlington,VA,22205,2923,ARLINGTON,357,USCGeocoder,0,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1634.715406,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.88505248,-77.14035491,Exact
